Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01002826,Kensington and Chelsea 008C,635
E01002827,Kensington and Chelsea 008D,792
E01002828,Kensington and Chelsea 008E,624
E01002829,Kensington and Chelsea 004A,721
E01002830,Kensington and Chelsea 004B,824
E01002831,Kensington and Chelsea 004C,886
E01002832,Kensington and Chelsea 004D,787
E01002833,Kensington and Chelsea 007A,651
E01002834,Kensington and Chelsea 013B,612
E01002835,Kensington and Chelsea 016C,645
E01002836,Kensington and Chelsea 016D,708
E01002837,Kensington and Chelsea 016E,493
E01002839,Kensington and Chelsea 013C,858
E01002840,Kensington and Chelsea 021A,538
E01002841,Kensington and Chelsea 021B,609
E01002842,Kensington and Chelsea 021C,402
E01002843,Kensington and Chelsea 021D,631
E01002844,Kensington and Chelsea 019A,614
E01002845,Kensington and Chelsea 019B,614
E01002846,Kensington and Chelsea 017A,715
E01002847,Kensington and Chelsea 015B,715
E01002848,Kensington and Chelsea 015C,710
E01002849,Kensington and Chelsea 017B,739
E01002850,Kensington and Chelsea 013D,631
E01002851,Kensington and Chelsea 015D,796
E01002852,Kensington and Chelsea 001A,849
E01002853,Kensington and Chelsea 001B,588
E01002854,Kensington and Chelsea 001C,459
E01002855,Kensington and Chelsea 001D,724
E01002856,Kensington and Chelsea 004E,770
E01002857,Kensington and Chelsea 001E,555
E01002858,Kensington and Chelsea 014C,639
E01002859,Kensington and Chelsea 012C,660
E01002860,Kensington and Chelsea 012D,572
E01002861,Kensington and Chelsea 014D,553
E01002862,Kensington and Chelsea 014E,714
E01002863,Kensington and Chelsea 012E,555
E01002864,Kensington and Chelsea 009A,532
E01002865,Kensington and Chelsea 011E,562
E01002866,Kensington and Chelsea 009B,766
E01002867,Kensington and Chelsea 009C,810
E01002868,Kensington and Chelsea 009D,529
E01002869,Kensington and Chelsea 009E,749
E01002870,Kensington and Chelsea 005A,690
E01002871,Kensington and Chelsea 007B,645
E01002872,Kensington and Chelsea 005B,653
E01002873,Kensington and Chelsea 007C,659
E01002874,Kensington and Chelsea 007D,587
E01002875,Kensington and Chelsea 007E,578
E01002876,Kensington and Chelsea 003A,693
E01002877,Kensington and Chelsea 003B,760
E01002878,Kensington and Chelsea 003C,754
E01002879,Kensington and Chelsea 005C,702
E01002880,Kensington and Chelsea 005D,454
E01002881,Kensington and Chelsea 005E,511
E01002882,Kensington and Chelsea 006A,559
E01002883,Kensington and Chelsea 006B,650
E01002884,Kensington and Chelsea 006C,594
E01002885,Kensington and Chelsea 006D,803
E01002886,Kensington and Chelsea 006E,665
E01002887,Kensington and Chelsea 010A,551
E01002888,Kensington and Chelsea 013E,823
E01002889,Kensington and Chelsea 010B,565
E01002890,Kensington and Chelsea 010C,565
E01002891,Kensington and Chelsea 010D,559
E01002892,Kensington and Chelsea 010E,640
E01002893,Kensington and Chelsea 017C,904
E01002894,Kensington and Chelsea 017D,653
E01002896,Kensington and Chelsea 020C,758
E01002897,Kensington and Chelsea 020D,697
E01002898,Kensington and Chelsea 017E,674
E01002899,Kensington and Chelsea 018A,636
E01002900,Kensington and Chelsea 018B,567
E01002901,Kensington and Chelsea 018C,440
E01002902,Kensington and Chelsea 018D,713
E01002903,Kensington and Chelsea 018E,566
E01002904,Kensington and Chelsea 002A,497
E01002905,Kensington and Chelsea 002B,654
E01002906,Kensington and Chelsea 002C,645
E01002907,Kensington and Chelsea 002D,513
E01002908,Kensington and Chelsea 003D,592
E01002909,Kensington and Chelsea 003E,1021
E01002910,Kensington and Chelsea 019C,632
E01002911,Kensington and Chelsea 019D,596
E01002912,Kensington and Chelsea 020E,684
E01002913,Kensington and Chelsea 021E,815
E01002914,Kensington and Chelsea 019E,573
E01002915,Kingston upon Thames 014A,485
E01002916,Kingston upon Thames 014B,533
E01002917,Kingston upon Thames 014C,494
E01002918,Kingston upon Thames 017A,609
E01002919,Kingston upon Thames 017B,799
E01002920,Kingston upon Thames 014D,587
E01002921,Kingston upon Thames 011A,905
E01002922,Kingston upon Thames 010A,716
E01002923,Kingston upon Thames 013A,858
E01002924,Kingston upon Thames 014E,553
E01002925,Kingston upon Thames 013B,796
E01002926,Kingston upon Thames 010B,599
E01002927,Kingston upon Thames 008A,642
E01002928,Kingston upon Thames 008B,745
E01002929,Kingston upon Thames 007A,671
E01002930,Kingston upon Thames 007B,796
E01002931,Kingston upon Thames 007C,722
E01002932,Kingston upon Thames 006A,674
E01002933,Kingston upon Thames 004A,808
E01002934,Kingston upon Thames 004B,660
E01002935,Kingston upon Thames 003A,811
E01002937,Kingston upon Thames 004D,663
E01002938,Kingston upon Thames 003B,784
E01002939,Kingston upon Thames 018A,599
E01002940,Kingston upon Thames 020A,615
E01002941,Kingston upon Thames 018B,642
E01002942,Kingston upon Thames 018C,526
E01002943,Kingston upon Thames 020B,510
E01002944,Kingston upon Thames 019A,529
E01002945,Kingston upon Thames 019B,640
E01002946,Kingston upon Thames 019C,606
E01002947,Kingston upon Thames 019D,615
E01002948,Kingston upon Thames 020C,820
E01002949,Kingston upon Thames 020D,686
E01002950,Kingston upon Thames 020E,712
E01002951,Kingston upon Thames 003C,578
E01002952,Kingston upon Thames 002A,471
E01002953,Kingston upon Thames 002B,438
E01002954,Kingston upon Thames 003D,630
E01002955,Kingston upon Thames 002C,531
E01002956,Kingston upon Thames 002D,439
E01002957,Kingston upon Thames 003E,574
E01002958,Kingston upon Thames 008C,653
E01002959,Kingston upon Thames 002E,473
E01002960,Kingston upon Thames 006B,583
E01002961,Kingston upon Thames 008D,598
E01002962,Kingston upon Thames 006C,527
E01002963,Kingston upon Thames 007D,773
E01002964,Kingston upon Thames 005A,1051
E01002965,Kingston upon Thames 009A,1144
E01002966,Kingston upon Thames 010C,780
E01002967,Kingston upon Thames 009B,953
E01002968,Kingston upon Thames 009C,1147
E01002969,Kingston upon Thames 005B,658
E01002970,Kingston upon Thames 006D,644
E01002971,Kingston upon Thames 005C,729
E01002972,Kingston upon Thames 005D,890
E01002973,Kingston upon Thames 006E,525
E01002974,Kingston upon Thames 005E,718
E01002975,Kingston upon Thames 012A,500
E01002976,Kingston upon Thames 015A,648
E01002977,Kingston upon Thames 012B,648
E01002978,Kingston upon Thames 015B,722
E01002979,Kingston upon Thames 015C,598
E01002980,Kingston upon Thames 012C,479
E01002981,Kingston upon Thames 012D,523
E01002982,Kingston upon Thames 015D,516
E01002983,Kingston upon Thames 015E,594
E01002984,Kingston upon Thames 012E,587
E01002985,Kingston upon Thames 007E,597
E01002986,Kingston upon Thames 008E,477
E01002987,Kingston upon Thames 011B,956
E01002988,Kingston upon Thames 011C,628
E01002989,Kingston upon Thames 011D,917
E01002990,Kingston upon Thames 009D,887
E01002991,Kingston upon Thames 009E,680
E01002992,Kingston upon Thames 010D,488
E01002993,Kingston upon Thames 013C,815
E01002994,Kingston upon Thames 016A,597
E01002995,Kingston upon Thames 013D,634
E01002996,Kingston upon Thames 016B,593
E01002997,Kingston upon Thames 016C,604
E01002998,Kingston upon Thames 016D,601
E01002999,Kingston upon Thames 013E,767
E01003000,Kingston upon Thames 017C,672
E01003001,Kingston upon Thames 017D,636
E01003002,Kingston upon Thames 016E,800
E01003003,Kingston upon Thames 017E,658
E01003004,Kingston upon Thames 018D,609
E01003005,Kingston upon Thames 018E,580
E01003006,Kingston upon Thames 001A,597
E01003007,Kingston upon Thames 001B,558
E01003008,Kingston upon Thames 001C,508
E01003009,Kingston upon Thames 001D,777
E01003010,Kingston upon Thames 001E,530
E01003011,Kingston upon Thames 004E,702
E01003013,Lambeth 036A,720
E01003014,Lambeth 036B,638
E01003015,Lambeth 002A,802
E01003016,Lambeth 036C,422
E01003017,Lambeth 036D,767
E01003018,Lambeth 020A,933
E01003019,Lambeth 015A,888
E01003020,Lambeth 016A,828
E01003021,Lambeth 021A,635
E01003022,Lambeth 021B,734
E01003023,Lambeth 021C,1104
E01003024,Lambeth 021D,785
E01003025,Lambeth 021E,849
E01003026,Lambeth 019A,624
E01003027,Lambeth 019B,521
E01003028,Lambeth 019C,599
E01003029,Lambeth 017A,894
E01003030,Lambeth 019D,746
E01003031,Lambeth 023A,714
E01003032,Lambeth 017B,815
E01003033,Lambeth 019E,589
E01003034,Lambeth 012A,696
E01003035,Lambeth 012B,766
E01003036,Lambeth 012C,756
E01003037,Lambeth 013A,598
E01003038,Lambeth 013B,771
E01003039,Lambeth 013C,961
E01003040,Lambeth 013D,594
E01003041,Lambeth 017C,677
E01003042,Lambeth 013E,506
E01003043,Lambeth 018A,674
E01003044,Lambeth 018B,686
E01003045,Lambeth 011A,701
E01003046,Lambeth 009A,743
E01003047,Lambeth 011B,818
E01003048,Lambeth 009B,738
E01003049,Lambeth 011C,754
E01003050,Lambeth 016B,754
E01003051,Lambeth 018C,880
E01003052,Lambeth 016C,785
E01003053,Lambeth 015B,743
E01003054,Lambeth 015C,1004
E01003055,Lambeth 016D,829
E01003056,Lambeth 015D,769
E01003057,Lambeth 017D,721
E01003058,Lambeth 015E,857
E01003059,Lambeth 011D,874
E01003060,Lambeth 011E,688
E01003061,Lambeth 011F,651
E01003062,Lambeth 033A,862
E01003063,Lambeth 033B,601
E01003064,Lambeth 028A,624
E01003065,Lambeth 031A,685
E01003066,Lambeth 028B,807
E01003067,Lambeth 033C,635
E01003068,Lambeth 031B,644
E01003069,Lambeth 033D,521
E01003070,Lambeth 033E,660
E01003071,Lambeth 018D,1004
E01003072,Lambeth 014A,704
E01003073,Lambeth 014B,661
E01003074,Lambeth 018E,1093
E01003075,Lambeth 009C,672
E01003076,Lambeth 014C,963
E01003077,Lambeth 014D,790
E01003078,Lambeth 014E,621
E01003079,Lambeth 027A,732
E01003080,Lambeth 027B,674
E01003081,Lambeth 028C,820
E01003082,Lambeth 031C,632
E01003083,Lambeth 030A,575
E01003084,Lambeth 030B,636
E01003085,Lambeth 030C,693
E01003086,Lambeth 031D,624
E01003087,Lambeth 031E,601
E01003088,Lambeth 010A,654
E01003089,Lambeth 008A,739
E01003090,Lambeth 012D,1104
E01003091,Lambeth 008B,678
E01003092,Lambeth 008C,950
E01003093,Lambeth 010B,954
E01003094,Lambeth 010C,657
E01003095,Lambeth 012E,693
E01003096,Lambeth 010D,859
E01003097,Lambeth 006A,687
E01003098,Lambeth 005A,649
E01003099,Lambeth 005B,759
E01003100,Lambeth 005C,891
E01003101,Lambeth 003A,637
E01003102,Lambeth 004A,784
E01003104,Lambeth 004C,868
E01003105,Lambeth 003B,748
E01003106,Lambeth 003C,972
E01003107,Lambeth 003D,884
E01003108,Lambeth 002B,712
E01003110,Lambeth 002C,924
E01003111,Lambeth 002D,803
E01003112,Lambeth 002E,813
E01003113,Lambeth 032A,741
E01003114,Lambeth 032B,1004
E01003115,Lambeth 034A,668
E01003116,Lambeth 029A,635
E01003117,Lambeth 029B,822
E01003118,Lambeth 029C,701
E01003119,Lambeth 032C,850
E01003120,Lambeth 032D,1112
E01003121,Lambeth 006B,637
E01003122,Lambeth 004D,895
E01003123,Lambeth 006C,700
E01003124,Lambeth 006D,610
E01003125,Lambeth 006E,696
E01003126,Lambeth 008D,719
E01003127,Lambeth 010E,793
E01003128,Lambeth 008E,714
E01003129,Lambeth 004E,795
E01003130,Lambeth 026A,783
E01003131,Lambeth 026B,947
E01003132,Lambeth 024A,539
E01003133,Lambeth 027C,709
E01003134,Lambeth 027D,622
E01003135,Lambeth 026C,755
E01003136,Lambeth 022A,748
E01003137,Lambeth 022B,751
E01003138,Lambeth 026D,648
E01003139,Lambeth 035A,538
E01003140,Lambeth 035B,494
E01003141,Lambeth 034B,740
E01003142,Lambeth 035C,451
E01003143,Lambeth 035D,510
E01003144,Lambeth 034C,524
E01003145,Lambeth 034D,748
E01003146,Lambeth 035E,549
E01003147,Lambeth 034E,799
E01003148,Lambeth 032E,760
E01003149,Lambeth 030D,698
E01003150,Lambeth 032F,837
E01003151,Lambeth 026E,815
E01003152,Lambeth 027E,760
E01003153,Lambeth 029D,1020
E01003154,Lambeth 030E,823
E01003155,Lambeth 029E,727
E01003156,Lambeth 023B,660
E01003157,Lambeth 023C,574
E01003158,Lambeth 023D,726
E01003159,Lambeth 022C,840
E01003160,Lambeth 022D,643
E01003161,Lambeth 023E,530
E01003162,Lambeth 022E,743
E01003163,Lambeth 023F,603
E01003164,Lambeth 025A,1010
E01003165,Lambeth 025B,701
E01003166,Lambeth 028D,1115
E01003167,Lambeth 028E,681
E01003168,Lambeth 025C,664
E01003169,Lambeth 025D,1024
E01003170,Lambeth 025E,772
E01003171,Lambeth 020B,783
E01003172,Lambeth 024B,778
E01003173,Lambeth 020C,669
E01003174,Lambeth 024C,827
E01003175,Lambeth 024D,610
E01003176,Lambeth 016E,766
E01003177,Lambeth 020D,668
E01003178,Lambeth 020E,652
E01003179,Lambeth 024E,637
E01003180,Lambeth 005D,654
E01003181,Lambeth 007A,699
E01003182,Lambeth 009D,744
E01003183,Lambeth 005E,679
E01003184,Lambeth 007B,596
E01003185,Lambeth 007C,796
E01003186,Lambeth 007D,1191
E01003187,Lambeth 007E,990
E01003188,Lambeth 009E,551
E01003189,Lewisham 034A,650
E01003190,Lewisham 034B,953
E01003191,Lewisham 034C,704
E01003192,Lewisham 034D,740
E01003193,Lewisham 029A,684
E01003194,Lewisham 029B,724
E01003195,Lewisham 029C,621
E01003196,Lewisham 029D,671
E01003197,Lewisham 029E,651
E01003198,Lewisham 009A,644
E01003199,Lewisham 007A,902
E01003200,Lewisham 009B,690
E01003201,Lewisham 007B,690
E01003202,Lewisham 009C,743
E01003203,Lewisham 009D,967
E01003204,Lewisham 007C,736
E01003205,Lewisham 007D,578
E01003206,Lewisham 007E,635
E01003207,Lewisham 005A,998
E01003209,Lewisham 005B,721
E01003210,Lewisham 005C,806
E01003211,Lewisham 008B,702
E01003212,Lewisham 005D,827
E01003213,Lewisham 008C,790
E01003214,Lewisham 008D,765
E01003215,Lewisham 005E,638
E01003216,Lewisham 025A,618
E01003217,Lewisham 022A,656
E01003218,Lewisham 022B,546
E01003219,Lewisham 025B,661
E01003220,Lewisham 022C,599
E01003221,Lewisham 025C,764
E01003222,Lewisham 022D,619
E01003223,Lewisham 025D,599
E01003224,Lewisham 022E,637
E01003225,Lewisham 015A,587
E01003226,Lewisham 019A,705
E01003227,Lewisham 019B,658
E01003228,Lewisham 019C,670
E01003229,Lewisham 019D,778
E01003230,Lewisham 019E,871
E01003231,Lewisham 015B,651
E01003232,Lewisham 015C,622
E01003233,Lewisham 015D,664
E01003235,Lewisham 038A,520
E01003236,Lewisham 037A,648
E01003237,Lewisham 037B,614
E01003238,Lewisham 037C,567
E01003239,Lewisham 037D,574
E01003240,Lewisham 038B,714
E01003241,Lewisham 038C,698
E01003243,Lewisham 038D,588
E01003244,Lewisham 001A,732
E01003245,Lewisham 001B,639
E01003246,Lewisham 002A,1016
E01003247,Lewisham 001C,873
E01003248,Lewisham 002B,682
E01003249,Lewisham 001D,857
E01003251,Lewisham 002C,640
E01003252,Lewisham 002D,606
E01003253,Lewisham 002E,652
E01003254,Lewisham 021A,601
E01003255,Lewisham 021B,984
E01003256,Lewisham 028A,934
E01003257,Lewisham 028B,633
E01003258,Lewisham 028C,589
E01003259,Lewisham 028D,757
E01003260,Lewisham 021C,637
E01003261,Lewisham 021D,610
E01003262,Lewisham 021E,664
E01003263,Lewisham 023A,740
E01003264,Lewisham 031A,720
E01003265,Lewisham 031B,664
E01003266,Lewisham 031C,732
E01003267,Lewisham 031D,608
E01003268,Lewisham 023B,765
E01003269,Lewisham 023C,637
E01003270,Lewisham 023D,657
E01003271,Lewisham 023E,621
E01003272,Lewisham 014A,794
E01003273,Lewisham 011A,579
E01003274,Lewisham 014B,661
E01003275,Lewisham 014C,619
E01003276,Lewisham 014D,662
E01003277,Lewisham 011B,756
E01003278,Lewisham 011C,881
E01003279,Lewisham 011D,603
E01003280,Lewisham 016A,625
E01003281,Lewisham 016B,582
E01003282,Lewisham 013A,1021
E01003283,Lewisham 013B,868
E01003284,Lewisham 013C,760
E01003285,Lewisham 016C,755
E01003286,Lewisham 013D,767
E01003287,Lewisham 016D,763
E01003288,Lewisham 041A,949
E01003290,Lewisham 041E,815
E01003291,Lewisham 041D,656
E01003292,Lewisham 017A,734
E01003293,Lewisham 017B,640
E01003295,Lewisham 017D,722
E01003297,Lewisham 003A,786
E01003298,Lewisham 039A,472
E01003299,Lewisham 003B,701
E01003300,Lewisham 039B,600
E01003301,Lewisham 003C,933
E01003302,Lewisham 003D,802
E01003303,Lewisham 039C,648
E01003304,Lewisham 039D,1083
E01003305,Lewisham 003E,785
E01003307,Lewisham 024A,649
E01003308,Lewisham 024B,708
E01003309,Lewisham 027A,656
E01003310,Lewisham 027B,730
E01003311,Lewisham 027C,594
E01003312,Lewisham 027D,771
E01003313,Lewisham 027E,624
E01003314,Lewisham 024C,665
E01003315,Lewisham 024D,592
E01003316,Lewisham 024E,576
E01003318,Lewisham 020B,776
E01003319,Lewisham 018A,751
E01003320,Lewisham 018B,621
E01003321,Lewisham 020C,762
E01003322,Lewisham 020D,609
E01003323,Lewisham 018C,623
E01003324,Lewisham 020E,723
E01003325,Lewisham 018D,787
E01003326,Lewisham 035A,692
E01003327,Lewisham 035B,690
E01003328,Lewisham 035C,827
E01003329,Lewisham 033A,662
E01003330,Lewisham 033B,668
E01003331,Lewisham 033C,589
E01003332,Lewisham 033D,711
E01003333,Lewisham 035D,629
E01003334,Lewisham 033E,795
E01003335,Lewisham 035E,617
E01003336,Lewisham 010A,579
E01003337,Lewisham 010B,566
E01003338,Lewisham 006A,843
E01003339,Lewisham 006B,678
E01003340,Lewisham 006C,763
E01003341,Lewisham 006D,564
E01003342,Lewisham 010C,700
E01003343,Lewisham 006E,610
E01003344,Lewisham 010D,677
E01003345,Lewisham 010E,781
E01003346,Lewisham 026A,648
E01003347,Lewisham 030A,650
E01003348,Lewisham 030B,619
E01003349,Lewisham 026B,542
E01003350,Lewisham 030C,475
E01003351,Lewisham 026C,601
E01003352,Lewisham 030D,845
E01003353,Lewisham 030E,629
E01003354,Lewisham 026D,823
E01003355,Merton 009A,821
E01003356,Merton 009B,701
E01003357,Merton 012A,723
E01003358,Merton 009C,793
E01003359,Merton 006A,794
E01003360,Merton 006B,745
E01003361,Merton 015A,616
E01003362,Merton 021A,503
E01003363,Merton 021B,595
E01003364,Merton 021C,663
E01003365,Merton 021D,498
E01003366,Merton 016A,647
E01003368,Merton 008A,584
E01003369,Merton 005B,746
E01003370,Merton 005C,879
E01003371,Merton 005D,629
E01003372,Merton 008B,640
E01003373,Merton 018A,545
E01003374,Merton 022A,667
E01003375,Merton 022B,723
E01003376,Merton 012B,590
E01003377,Merton 012C,549
E01003378,Merton 018B,770
E01003379,Merton 018C,742
E01003380,Merton 011A,669
E01003381,Merton 016B,711
E01003382,Merton 011B,726
E01003383,Merton 009D,672
E01003384,Merton 009E,679
E01003385,Merton 011C,585
E01003386,Merton 013A,763
E01003387,Merton 014A,782
E01003388,Merton 013B,618
E01003389,Merton 013C,642
E01003390,Merton 018D,640
E01003391,Merton 014B,482
E01003392,Merton 013D,516
E01003393,Merton 008C,690
E01003394,Merton 007A,673
E01003395,Merton 007B,535
E01003396,Merton 007C,528
E01003397,Merton 007D,548
E01003398,Merton 007E,657
E01003399,Merton 011D,630
E01003400,Merton 003A,630
E01003401,Merton 004A,624
E01003402,Merton 004B,678
E01003403,Merton 004C,676
E01003404,Merton 004D,914
E01003405,Merton 018E,839
E01003406,Merton 008D,569
E01003407,Merton 008E,787
E01003408,Merton 012D,868
E01003409,Merton 013E,577
E01003410,Merton 012E,625
E01003411,Merton 014C,739
E01003412,Merton 014D,626
E01003413,Merton 017A,729
E01003414,Merton 017B,566
E01003415,Merton 017C,785
E01003416,Merton 017D,535
E01003417,Merton 025A,604
E01003418,Merton 025B,528
E01003419,Merton 025C,664
E01003420,Merton 025D,507
E01003421,Merton 021E,611
E01003422,Merton 025E,528
E01003423,Merton 011E,652
E01003424,Merton 015B,572
E01003425,Merton 015C,517
E01003426,Merton 015D,601
E01003427,Merton 023A,729
E01003428,Merton 015E,631
E01003429,Merton 019A,527
E01003430,Merton 019B,579
E01003431,Merton 019C,569
E01003432,Merton 019D,528
E01003433,Merton 019E,575
E01003434,Merton 017E,501
E01003435,Merton 014E,739
E01003436,Merton 023B,607
E01003437,Merton 022C,771
E01003438,Merton 024A,656
E01003439,Merton 023C,574
E01003440,Merton 022D,630
E01003441,Merton 022E,647
E01003442,Merton 010A,672
E01003443,Merton 010B,636
E01003444,Merton 010C,672
E01003445,Merton 010D,651
E01003446,Merton 016C,901
E01003447,Merton 016D,680
E01003448,Merton 023D,884
E01003449,Merton 024B,657
E01003450,Merton 024C,612
E01003451,Merton 024D,663
E01003452,Merton 024E,817
E01003453,Merton 023E,664
E01003454,Merton 003B,577
E01003455,Merton 005E,746
E01003456,Merton 003C,667
E01003457,Merton 006C,613
E01003458,Merton 006D,721
E01003459,Merton 006E,958
E01003460,Merton 002A,644
E01003461,Merton 004E,676
E01003462,Merton 002B,576
E01003463,Merton 010E,551
E01003464,Merton 002C,540
E01003465,Merton 002D,466
E01003466,Merton 020A,626
E01003467,Merton 020B,667
E01003468,Merton 020C,635
E01003469,Merton 020D,577
E01003470,Merton 020E,750
E01003471,Merton 016E,634
E01003472,Merton 001A,473
E01003473,Merton 001B,564
E01003474,Merton 001C,470
E01003476,Merton 003D,490
E01003477,Merton 003E,593
E01003478,Merton 001E,667
E01003479,Newham 035A,610
E01003480,Newham 033A,585
E01003481,Newham 035B,483
E01003483,Newham 032A,601
E01003484,Newham 032B,560
E01003485,Newham 035C,570
E01003486,Newham 033C,445
E01003487,Newham 033D,412
E01003488,Newham 019A,667
E01003489,Newham 019B,962
E01003490,Newham 019C,565
E01003491,Newham 022A,626
E01003492,Newham 025A,528
E01003494,Newham 025C,611
E01003495,Newham 025D,610
E01003496,Newham 027A,555
E01003497,Newham 034A,593
E01003498,Newham 027B,683
E01003499,Newham 030A,819
E01003500,Newham 027C,720
E01003501,Newham 030B,790
E01003502,Newham 030C,811
E01003503,Newham 030D,1158
E01003506,Newham 034D,481
E01003507,Newham 031A,832
E01003508,Newham 031B,963
E01003509,Newham 031C,778
E01003511,Newham 036A,669
E01003512,Newham 036B,687
E01003513,Newham 035D,546
E01003514,Newham 036C,526
E01003515,Newham 036D,812
E01003516,Newham 032C,651
E01003517,Newham 036E,632
E01003518,Newham 032D,569
E01003519,Newham 032E,495
E01003520,Newham 018A,574
E01003521,Newham 018B,649
E01003522,Newham 018C,531
E01003523,Newham 024A,712
E01003524,Newham 019D,558
E01003525,Newham 018D,534
E01003526,Newham 018E,485
E01003527,Newham 024B,555
E01003528,Newham 005A,409
E01003529,Newham 010A,626
E01003530,Newham 010B,483
E01003531,Newham 010C,559
E01003532,Newham 010D,564
E01003533,Newham 011A,568
E01003534,Newham 010E,630
E01003535,Newham 023A,567
E01003536,Newham 023B,621
E01003537,Newham 024C,643
E01003538,Newham 029A,666
E01003539,Newham 029B,703
E01003540,Newham 029C,603
E01003541,Newham 029D,557
E01003542,Newham 024D,664
E01003543,Newham 001A,838
E01003544,Newham 001B,624
E01003545,Newham 006A,634
E01003546,Newham 001C,576
E01003547,Newham 007A,675
E01003548,Newham 006B,812
E01003549,Newham 006C,779
E01003550,Newham 001D,608
E01003551,Newham 009A,618
E01003552,Newham 016A,526
E01003553,Newham 009B,732
E01003554,Newham 009C,687
E01003555,Newham 007B,480
E01003556,Newham 008A,652
E01003557,Newham 006D,650
E01003558,Newham 008B,543
E01003559,Newham 009D,898
E01003560,Newham 011B,446
E01003561,Newham 007C,464
E01003562,Newham 014A,589
E01003563,Newham 011C,585
E01003564,Newham 014B,654
E01003565,Newham 014C,515
E01003566,Newham 014D,532
E01003567,Newham 007D,507
E01003568,Newham 017A,627
E01003569,Newham 017B,591
E01003570,Newham 008C,542
E01003571,Newham 008D,581
E01003572,Newham 008E,446
E01003573,Newham 017C,577
E01003574,Newham 017D,770
E01003575,Newham 005B,471
E01003576,Newham 002A,635
E01003577,Newham 005C,756
E01003578,Newham 003A,593
E01003579,Newham 004A,494
E01003580,Newham 005D,612
E01003581,Newham 002B,473
E01003582,Newham 002C,453
E01003583,Newham 002D,530
E01003584,Newham 003B,607
E01003585,Newham 004B,410
E01003586,Newham 003C,530
E01003587,Newham 004C,808
E01003588,Newham 011D,426
E01003589,Newham 011E,509
E01003590,Newham 003D,572
E01003591,Newham 004D,683
E01003592,Newham 022B,633
E01003593,Newham 027D,537
E01003594,Newham 026A,577
E01003595,Newham 026B,666
E01003596,Newham 016B,536
E01003597,Newham 016C,532
E01003598,Newham 021A,641
E01003599,Newham 022C,475
E01003600,Newham 021B,589
E01003601,Newham 028A,715
E01003602,Newham 026C,631
E01003603,Newham 028B,609
E01003604,Newham 031D,753
E01003605,Newham 028C,684
E01003607,Newham 026D,605
E01003608,Newham 028D,677
E01003611,Newham 041C,713
E01003615,Newham 039A,618
E01003616,Newham 012A,682
E01003618,Newham 012C,829
E01003619,Newham 012D,1064
E01003621,Newham 023C,449
E01003622,Newham 023D,533
E01003623,Newham 023E,483
E01003624,Newham 024E,492
E01003625,Newham 015A,486
E01003626,Newham 015B,462
E01003627,Newham 015C,458
E01003628,Newham 015D,428
E01003629,Newham 015E,508
E01003630,Newham 021C,681
E01003631,Newham 020A,695
E01003632,Newham 020B,795
E01003633,Newham 020C,685
E01003634,Newham 020D,591
E01003635,Newham 016D,607
E01003636,Newham 020E,695
E01003637,Newham 021D,584
E01003638,Redbridge 017A,662
E01003639,Redbridge 013A,787
E01003640,Redbridge 013B,625
E01003641,Redbridge 013C,610
E01003642,Redbridge 013D,555
E01003643,Redbridge 017B,700
E01003644,Redbridge 017C,503
E01003645,Redbridge 017D,904
E01003646,Redbridge 012A,600
E01003647,Redbridge 015A,633
E01003648,Redbridge 012B,517
E01003649,Redbridge 012C,511
E01003650,Redbridge 015B,590
E01003651,Redbridge 012D,477
E01003652,Redbridge 015C,479
E01003653,Redbridge 015D,724
E01003654,Redbridge 004A,597
E01003655,Redbridge 004B,637
E01003656,Redbridge 005A,652
E01003657,Redbridge 005B,898
E01003658,Redbridge 004C,687
E01003659,Redbridge 005C,636
E01003660,Redbridge 004D,669
E01003661,Redbridge 038A,699
E01003662,Redbridge 038C,763
E01003663,Redbridge 037A,641
E01003664,Redbridge 037B,565
E01003665,Redbridge 037E,513
E01003666,Redbridge 038B,1067
E01003668,Redbridge 007A,804
E01003669,Redbridge 007B,623
E01003670,Redbridge 007C,582
E01003671,Redbridge 007D,557
E01003672,Redbridge 007E,752
E01003673,Redbridge 007F,795
E01003674,Redbridge 007G,1066
E01003675,Redbridge 036A,499
E01003676,Redbridge 036B,524
E01003677,Redbridge 036C,526
E01003678,Redbridge 036D,474
E01003679,Redbridge 036E,496
E01003680,Redbridge 036F,481
E01003681,Redbridge 036G,678
E01003682,Redbridge 036H,510
E01003683,Redbridge 040C,570
E01003684,Redbridge 040E,503
E01003685,Redbridge 040D,548
E01003686,Redbridge 040A,578
E01003688,Redbridge 040B,524
E01003689,Redbridge 039C,727
E01003690,Redbridge 035A,748
E01003691,Redbridge 035B,459
E01003692,Redbridge 035C,477
E01003693,Redbridge 035D,444
E01003694,Redbridge 035E,447
E01003695,Redbridge 035F,494
E01003696,Redbridge 035G,522
E01003697,Redbridge 035H,508
E01003698,Redbridge 006A,522
E01003699,Redbridge 006B,592
E01003700,Redbridge 006C,866
E01003701,Redbridge 006D,685
E01003702,Redbridge 006E,921
E01003703,Redbridge 006F,979
E01003704,Redbridge 006G,693
E01003705,Redbridge 010A,825
E01003706,Redbridge 010B,625
E01003707,Redbridge 008A,488
E01003708,Redbridge 008B,754
E01003709,Redbridge 008C,571
E01003710,Redbridge 008D,504
